1	100000	100000	100000	100000	100000	0	
2	96600	96600	96600	113600	96600	0	
3	93200	93200	96500	123900	93200	0	
4	89800	89800	110100	120500	89800	0	
5	86400	86400	106700	117100	103400	0	
6	83000	96600	106700	113700	100000	0	
7	96600	93200	103300	110300	96600	0	
8	93200	89800	103200	120600	93200	0	
9	103400	86400	103200	117200	89800	0	
10	100000	83000	103200	127400	86400	0	
11	96600	79600	99800	141000	83000	0	
12	107000	76200	99600	137600	79600	0	
13	103600	72800	96200	142700	84700	0	
14	107000	69400	96200	139300	88100	0	
15	103600	66000	101300	144400	84700	0	
16	100200	62600	97900	141000	98300	0	
17	96800	59200	94500	154600	94900	0	
18	93400	55800	91100	159700	100000	0	
19	90000	66000	91100	156300	96600	0	
20	86600	62600	104700	152900	93200	0	
21	83200	59200	104700	163100	89800	0	
22	79800	69600	104500	159700	86400	0	
23	76400	66200	118100	156300	83000	0	
24	73000	62800	118100	166500	79600	0	
25	69600	59400	114700	180100	76200	0	
26	79800	56000	114700	176700	72800	0	
27	90200	52600	114500	173300	69400	0	
28	86800	49200	114400	169900	79700	0	
29	100400	45800	111000	166500	76300	0	
30	97000	42400	107600	163100	89900	0	
31	93600	39000	104200	159700	103500	0	
32	90200	49400	104000	156300	100100	0	
33	100500	46000	103900	152900	96700	0	
34	97100	56200	103900	149500	93300	0	
35	110700	52800	100500	146100	89900	0	
36	120900	49400	100500	142700	86500	0	
37	134500	46000	97100	139300	83100	0	
38	131100	42600	93700	135900	96700	0	
39	127700	56200	90300	132500	93300	0	
40	124300	66400	90300	129100	89900	0	
41	120900	63000	90300	125700	100100	0	
42	117500	59600	90100	136100	96700	0	
43	114100	56200	86700	149700	93300	0	
44	110700	52800	100300	146300	89900	0	
45	107300	66400	96900	142900	86500	0	
46	103900	63000	93500	156500	83100	0	
47	100500	59600	90100	153100	96700	0	
48	97100	56200	86700	166700	93300	0	
49	93700	66400	86700	163300	89900	0	
50	90300	63000	91800	159900	95000	0	
51	86900	59600	88400	156500	108600	0	
52	83500	70000	88200	153100	105200	0	
53	80100	66600	101800	149700	101800	0	
54	93700	63200	98400	146300	98400	0	
55	103900	59800	98400	142900	95000	0	
56	100500	56400	95000	156500	91600	0	
57	97100	53000	94800	160000	95100	0	
58	93700	58100	91400	156600	100200	0	
59	103900	54700	91400	153200	96800	0	
60	117500	51300	88000	149800	93400	0	
61	114100	64900	84600	146400	90000	0	
62	124500	61500	84400	143000	86600	0	
