374	115483	-800	176600	208783	-66	0	
375	115283	-800	176500	209083	-66	0	
376	115083	-800	176500	209283	-66	0	
377	114283	-800	178100	208483	-66	0	
378	113283	-800	180100	207483	-66	0	
379	113483	-800	180100	207283	-66	0	
380	112683	-800	181700	206483	-66	0	
381	112983	-800	181600	206283	-66	0	
382	113183	-800	181600	206083	-66	0	
383	112383	-800	180800	207683	-66	0	
384	112183	-800	180700	207983	-66	0	
385	111983	-800	180700	208183	-66	0	
386	113583	-800	179900	207383	-66	0	
387	112783	-800	181500	206583	-66	0	
388	114383	-800	180700	205783	-66	0	
389	113583	-800	179900	207383	-66	0	
390	112783	-800	179100	208983	-66	0	
391	112583	-800	179100	209183	-66	0	
392	114183	-800	178300	208383	-66	0	
393	113983	-800	178200	208683	-66	0	
394	114183	-800	178200	208483	-66	0	
395	113383	-800	177400	210083	-66	0	
396	112583	-800	179000	209283	-66	0	
397	112383	-800	179000	209483	-66	0	
398	111583	-800	178200	211083	-66	0	
399	113183	-800	177400	210283	-66	0	
400	112983	-800	177400	210483	-66	0	
401	112183	-800	179000	209683	-66	0	
402	111983	-800	178900	209983	-66	0	
403	111183	-800	180500	209183	-66	0	
404	112783	-800	179700	208383	-66	0	
405	114783	-800	178700	207383	-66	0	
406	114983	-800	178700	207183	-66	0	
407	114183	-800	180300	206383	-66	0	
408	113383	-800	179500	207983	-66	0	
409	112583	-800	178700	209583	-66	0	
410	114583	-800	177700	208583	-66	0	
411	114883	-800	177600	208383	-66	0	
412	115083	-800	177600	208183	-66	0	
413	114283	-800	176800	209783	-66	0	
414	113483	-800	176000	211383	-66	0	
415	112683	-800	175200	212983	-66	0	
416	114283	-800	174400	212183	-66	0	
417	114583	-800	174300	211983	-66	0	
418	113783	-800	173500	213583	-66	0	
419	112783	-800	175500	212583	-66	0	
420	114383	-800	174700	211783	-66	0	
421	115983	-800	173900	210983	-66	0	
422	115183	-800	173100	212583	-66	0	
423	114383	-800	174700	211783	-66	0	
424	113383	-800	176700	210783	-66	0	
425	114983	-800	175900	209983	-66	0	
426	114783	-800	175800	210283	-66	0	
427	114583	-800	175800	210483	-66	0	
428	116583	-800	174800	209483	-66	0	
429	118183	-800	174000	208683	-66	0	
430	117383	-800	173200	210283	-66	0	
431	118983	-800	172400	209483	-66	0	
432	120583	-800	171600	208683	-66	0	
433	122183	-800	170800	207883	-66	0	
434	122683	-800	171300	206883	-66	0	
435	121883	-800	171700	207283	-66	0	
436	120883	-800	170700	209283	-66	0	
437	120083	-800	169900	210883	-66	0	
438	119283	-800	171500	210083	-66	0	
439	118283	-800	173500	209083	-66	0	
440	119883	-800	172700	208283	-66	0	
441	119083	-800	171900	209883	-66	0	
442	118283	-800	171100	211483	-66	0	
443	119883	-800	170300	210683	-66	0	
444	118883	-800	169300	212683	-66	0	
445	119083	-800	169300	212483	-66	0	
446	120683	-800	168500	211683	-66	0	
447	122683	-800	167500	210683	-66	0	
448	122483	-800	167500	210883	-66	0	
449	121683	-800	169100	210083	-66	0	
450	120683	-800	171100	209083	-66	0	
451	120883	-800	171100	208883	-66	0	
452	119883	-800	170100	210883	-66	0	
453	121483	-800	169300	210083	-66	0	
454	120683	-800	170900	209283	-66	0	
455	122283	-800	170100	208483	-66	0	
456	121483	-800	169300	210083	-66	0	
457	121283	-800	169300	210283	-66	0	
458	120483	-800	170900	209483	-66	0	
459	119683	-800	172500	208683	-66	0	
460	118883	-800	171700	210283	-66	0	
461	117883	-800	173700	209283	-66	0	
462	117083	-800	175300	208483	-66	0	
463	119083	-800	174300	207483	-66	0	
464	120683	-800	173500	206683	-66	0	
465	120983	-800	173400	206483	-66	0	
466	121183	-800	173400	206283	-66	0	
467	120383	-800	172600	207883	-66	0	
468	119583	-800	171800	209483	-66	0	
469	118783	-800	173400	208683	-66	0	
470	117983	-800	175000	207883	-66	0	
471	117783	-800	174900	208183	-66	0	
472	117983	-800	174900	207983	-66	0	
473	117183	-800	176500	207183	-66	0	
474	117483	-800	176400	206983	-66	0	
475	117683	-800	176400	206783	-66	0	
476	119683	-800	175400	205783	-66	0	
477	118683	-800	177400	204783	-66	0	
478	120683	-800	176400	203783	-66	0	
479	119883	-800	178000	202983	-66	0	
480	120183	-800	177900	202783	-66	0	
481	120383	-800	177900	202583	-66	0	
482	121983	-800	177100	201783	-66	0	
483	121183	-800	176300	203383	-66	0	
484	120383	-800	175500	204983	-66	0	
485	119383	-800	177500	203983	-66	0	
486	118583	-800	179100	203183	-66	0	
487	117783	-800	178300	204783	-66	0	
488	116983	-800	177500	206383	-66	0	
489	116783	-800	177400	206683	-66	0	
490	118383	-800	176600	205883	-66	0	
491	119983	-800	175800	205083	-66	0	
492	119183	-800	175000	206683	-66	0	
493	118183	-800	177000	205683	-66	0	
494	120183	-800	176000	204683	-66	0	
495	119183	-800	178000	203683	-66	0	
496	119383	-800	178000	203483	-66	0	
497	120983	-800	177200	202683	-66	0	
498	120183	-800	176400	204283	-66	0	
499	120383	-800	176400	204083	-66	0	
500	119583	-800	178000	203283	-66	0	
501	118583	-800	177000	205283	-66	0	
502	118383	-800	177000	205483	-66	0	
503	119983	-800	176200	204683	-66	0	
504	119183	-800	175400	206283	-66	0	
505	118383	-800	177000	205483	-66	0	
506	117583	-800	176200	207083	-66	0	
507	117883	-800	176100	206883	-66	0	
508	117083	-800	177700	206083	-66	0	
509	117483	-800	178100	205283	-66	0	
510	117783	-800	178000	205083	-66	0	
511	119383	-800	177200	204283	-66	0	
512	120983	-800	176400	203483	-66	0	
513	120183	-800	178000	202683	-66	0	
514	120383	-800	178000	202483	-66	0	
515	122383	-800	177000	201483	-66	0	
516	121583	-800	176200	203083	-66	0	
517	121783	-800	176200	202883	-66	0	
518	123383	-800	175400	202083	-66	0	
519	122583	-800	177000	201283	-66	0	
520	122783	-800	177000	201083	-66	0	
521	124783	-800	176000	200083	-66	0	
522	124583	-800	175900	200383	-66	0	
523	126183	-800	175100	199583	-66	0	
524	125383	-800	176700	198783	-66	0	
525	124583	-800	178300	197983	-66	0	
526	124783	-800	178300	197783	-66	0	
527	123983	-800	179900	196983	-66	0	
528	122983	-800	181900	195983	-66	0	
529	122183	-800	181100	197583	-66	0	
530	121383	-800	180300	199183	-66	0	
531	122983	-800	179500	198383	-66	0	
532	122783	-800	179500	198583	-66	0	
533	121983	-800	178700	200183	-66	0	
534	121183	-800	180300	199383	-66	0	
535	121183	-800	180300	199383	-66	0	
536	120183	-800	179300	201383	-66	0	
537	119183	-800	181300	200383	-66	0	
538	119183	-800	181300	200383	-66	0	
539	118383	-800	182900	199583	-66	0	
540	120383	-800	181900	198583	-66	0	
541	122383	-800	180900	197583	-66	0	
542	121383	-800	182900	196583	-66	0	
543	120583	-800	184500	195783	-66	0	
544	119583	-800	186500	194783	-66	0	
545	119983	-800	185700	195183	-66	0	
546	119783	-800	185600	195483	-66	0	
547	118983	-800	187200	194683	-66	0	
548	118183	-800	188800	193883	-66	0	
549	117983	-800	188700	194183	-66	0	
550	118183	-800	188700	193983	-66	0	
551	119783	-800	187900	193183	-66	0	
552	118983	-800	187100	194783	-66	0	
553	118183	-800	188700	193983	-66	0	
554	117383	-800	187900	195583	-66	0	
555	116583	-800	187100	197183	-66	0	
556	115583	-800	186100	199183	-66	0	
557	114783	-800	185300	200783	-66	0	
558	113983	-800	184500	202383	-66	0	
559	113783	-800	184500	202583	-66	0	
560	115783	-800	183500	201583	-66	0	
561	115583	-800	183400	201883	-66	0	
562	114583	-800	185400	200883	-66	0	
563	116183	-800	184600	200083	-66	0	
564	117783	-800	183800	199283	-66	0	
565	117983	-800	183800	199083	-66	0	
566	119583	-800	183000	198283	-66	0	
567	119383	-800	182900	198583	-66	0	
568	119183	-800	182900	198783	-66	0	
569	118183	-800	181900	200783	-66	0	
570	119783	-800	181100	199983	-66	0	
571	119583	-800	181100	200183	-66	0	
572	118783	-800	182700	199383	-66	0	
573	118583	-800	182600	199683	-66	0	
574	117783	-800	181800	201283	-66	0	
575	119783	-800	180800	200283	-66	0	
576	120083	-800	180700	200083	-66	0	
577	119283	-800	182300	199283	-66	0	
578	118283	-800	184300	198283	-66	0	
579	117483	-800	183500	199883	-66	0	
580	117283	-800	183500	200083	-66	0	
581	116483	-800	182700	201683	-66	0	
582	115683	-800	181900	203283	-66	0	
583	115483	-800	181900	203483	-66	0	
584	117083	-800	181100	202683	-66	0	
585	117383	-800	181000	202483	-66	0	
586	117583	-800	181000	202283	-66	0	
587	116583	-800	183000	201283	-66	0	
588	116883	-800	182900	201083	-66	0	
589	115883	-800	184900	200083	-66	0	
590	117883	-800	183900	199083	-66	0	
591	119883	-800	182900	198083	-66	0	
592	118883	-800	184900	197083	-66	0	
593	120883	-800	183900	196083	-66	0	
594	120683	-800	183800	196383	-66	0	
595	120483	-800	183800	196583	-66	0	
596	119483	-800	185800	195583	-66	0	
597	119283	-800	185700	195883	-66	0	
598	118483	-800	187300	195083	-66	0	
599	120083	-800	186500	194283	-66	0	
600	119883	-800	186400	194583	-66	0	
601	119083	-800	185600	196183	-66	0	
602	120683	-800	184800	195383	-66	0	
603	119883	-800	186400	194583	-66	0	
604	119083	-800	188000	193783	-66	0	
605	118283	-800	189600	192983	-66	0	
606	117483	-800	188800	194583	-66	0	
607	116483	-800	190800	193583	-66	0	
608	115683	-800	190000	195183	-66	0	
609	117283	-800	189200	194383	-66	0	
610	117083	-800	189200	194583	-66	0	
611	116283	-800	188400	196183	-66	0	
612	115283	-800	190400	195183	-66	0	
613	115483	-800	190400	194983	-66	0	
614	114683	-800	189600	196583	-66	0	
615	116283	-800	188800	195783	-66	0	
616	116083	-800	188800	195983	-66	0	
617	117683	-800	188000	195183	-66	0	
618	119283	-800	187200	194383	-66	0	
619	119083	-800	187200	194583	-66	0	
620	118283	-800	188800	193783	-66	0	
621	117483	-800	188000	195383	-66	0	
622	117683	-800	188000	195183	-66	0	
623	116883	-800	189600	194383	-66	0	
624	116683	-800	189500	194683	-66	0	
625	116483	-800	189500	194883	-66	0	
626	115683	-800	188700	196483	-66	0	
627	117283	-800	187900	195683	-66	0	
628	117683	-800	188300	194883	-66	0	
629	118083	-800	188700	194083	-66	0	
630	117883	-800	188600	194383	-66	0	
631	116883	-800	187600	196383	-66	0	
632	116083	-800	186800	197983	-66	0	
633	115083	-800	185800	199983	-66	0	
634	114283	-800	187400	199183	-66	0	
635	115883	-800	186600	198383	-66	0	
636	115083	-800	188200	197583	-66	0	
637	115283	-800	188200	197383	-66	0	
638	116883	-800	187400	196583	-66	0	
639	118483	-800	186600	195783	-66	0	
640	117683	-800	188200	194983	-66	0	
641	116883	-800	187400	196583	-66	0	
642	118483	-800	186600	195783	-66	0	
643	118683	-800	186600	195583	-66	0	
644	120283	-800	185800	194783	-66	0	
645	121883	-800	185000	193983	-66	0	
646	122083	-800	185000	193783	-66	0	
647	121283	-800	184200	195383	-66	0	
648	120283	-800	183200	197383	-66	0	
649	119483	-800	182400	198983	-66	0	
650	118483	-800	181400	200983	-66	0	
651	118283	-800	181300	201283	-66	0	
652	118483	-800	181300	201083	-66	0	
653	117683	-800	180500	202683	-66	0	
654	117983	-800	180400	202483	-66	0	
655	116983	-800	179400	204483	-66	0	
656	118583	-800	178600	203683	-66	0	
657	118383	-800	178500	203983	-66	0	
658	118583	-800	178500	203783	-66	0	
659	117783	-800	180100	202983	-66	0	
660	117583	-800	180000	203283	-66	0	
661	116783	-800	181600	202483	-66	0	
662	118783	-800	180600	201483	-66	0	
663	117983	-800	179800	203083	-66	0	
664	117783	-800	179800	203283	-66	0	
665	119383	-800	179000	202483	-66	0	
666	119683	-800	178900	202283	-66	0	
667	121683	-800	177900	201283	-66	0	
668	123683	-800	176900	200283	-66	0	
669	125283	-800	176100	199483	-66	0	
670	124283	-800	175100	201483	-66	0	
671	125883	-800	174300	200683	-66	0	
672	125683	-800	174200	200983	-66	0	
673	125483	-800	174200	201183	-66	0	
674	127083	-800	173400	200383	-66	0	
675	126283	-800	173800	200783	-66	0	
676	126083	-800	173800	200983	-66	0	
677	125283	-800	175400	200183	-66	0	
678	124483	-800	177000	199383	-66	0	
679	123683	-800	176200	200983	-66	0	
680	122883	-800	175400	202583	-66	0	
681	122083	-800	177000	201783	-66	0	
682	121083	-800	176000	203783	-66	0	
683	120283	-800	175200	205383	-66	0	
684	119483	-800	176800	204583	-66	0	
685	119683	-800	176800	204383	-66	0	
686	118883	-800	178400	203583	-66	0	
687	117883	-800	177400	205583	-66	0	
688	117683	-800	177400	205783	-66	0	
689	116883	-800	176600	207383	-66	0	
690	117183	-800	176500	207183	-66	0	
691	118783	-800	175700	206383	-66	0	
692	120383	-800	174900	205583	-66	0	
693	121983	-800	174100	204783	-66	0	
694	123583	-800	173300	203983	-66	0	
695	122783	-800	172500	205583	-66	0	
696	122583	-800	172400	205883	-66	0	
697	121783	-800	174000	205083	-66	0	
698	120983	-800	175600	204283	-66	0	
699	122583	-800	174800	203483	-66	0	
